,Glide Angle,Angle of Attack,Moving Mass Positions,K_D,K_D0,K_L
51,-19.234234234234236,1.1151671506232,-1.1829481104272466,55.45779831154959,2.662005633020474,184.09437696071973
52,-17.432432432432435,1.7244271881087818,-0.1927737665975507,53.87267859148568,3.040435250682766,301.47081812099714
53,13.288288288288285,-1.1345397440131857,-0.3316015080257959,50.06831888558269,4.6560523755280805,257.89616382593374
54,17.34234234234234,-1.2114854092193803,0.16269234384222636,66.96355569778596,2.712618267593486,266.9574339794508
55,18.783783783783782,-1.7965565534020425,-1.122541010140927,41.94485770152455,5.446715454198202,230.47721986062243
56,23.91891891891892,-2.3977908310774834,0.6914019820689082,53.12242667637153,2.1282544863226445,289.1864620853971
57,24.549549549549553,-1.3027100165775787,0.18486737403822065,104.52272623737336,3.0698114110309174,303.25756174745186
58,24.819819819819813,-1.0952598914512834,0.16058823270650638,60.2426055196281,3.077544328725871,148.74261445066867
59,26.531531531531527,-1.0289845660075194,-0.14578036410140863,52.85850174861785,2.5529506607279497,113.90979501729234
60,26.981981981981974,-1.1168800519645103,-0.14645525388317213,139.43110323717593,4.589275352720787,313.94147044325587
61,27.342342342342334,-1.513639876244007,-0.2767034186777193,48.27732687695536,5.504609373647682,148.3560363372899
62,27.612612612612608,-1.2244934037795572,-0.2295359665754954,58.569003456632416,6.175439430758596,146.7508317247665
63,28.33333333333333,-4.047102654729488,0.9653281168997263,41.88053456039627,5.801156294291429,317.0062171742819
64,29.504504504504496,-2.754930911711474,0.5641214141710048,57.96630700167096,3.999480950856192,284.7704500412834
65,32.02702702702702,-2.5382840870532606,-0.3809729515448358,47.433399834304936,3.1034723485739724,194.4319152058498
66,32.65765765765765,-1.0722062595751616,-0.1988795233528299,133.099229418228,6.31250670111856,231.84066254918287
67,32.83783783783784,-1.398061370746781,-0.21657192419410284,120.23763816546152,2.2088828451298683,262.90966865034494
68,34.27927927927928,-1.0600942044024442,-0.277366536274396,63.38140826722268,6.177467859139694,107.12291665433293
69,34.45945945945945,-2.6435446692475852,0.5452152251881568,67.91667372578482,4.5001536677069,264.11046312661347
70,35.45045045045045,-2.187433449788226,0.36472520142024745,69.10849438609331,2.3912665291281137,213.85639560666007
71,35.81081081081081,-1.194248003858147,0.29502320292040574,167.2098259261271,1.5765207960057617,278.59655831184847
72,36.17117117117117,-2.7673150520230716,1.343600699222673,57.352162408019694,4.087464611942541,219.1011296390008
73,37.342342342342334,-2.098377145119221,-1.926812133513276,73.63901002348929,2.26824408599272,203.94577680575827
74,37.52252252252252,-2.5200009135821206,-0.602013661081446,89.82870578258812,2.564829700884,296.0944088143078
75,37.61261261261261,-1.187811488148946,0.39738943822253764,189.36705054006867,3.529260897435571,295.8041171484913
76,37.97297297297297,-2.265902479774103,-0.4802496943364237,100.67625640696036,2.12399268903422,293.46860236657835
77,38.423423423423415,-3.9114875840182264,-10.134029767079111,57.52152385602395,2.124987025935058,284.3192753130904
78,38.96396396396396,-1.1476548870194112,-0.25881513858051514,217.7020367008897,6.362089089319376,315.7867263377861
79,39.68468468468468,-1.7571771482108183,-0.4425073000356529,127.77410021131392,2.025332602074036,271.97394033539354
80,39.95495495495496,-1.5873020347807265,-0.4457303327786461,105.15097717089849,4.744909797474929,202.7973319570568
81,40.13513513513513,-2.599673756280144,1.7697250394792963,43.41326686372176,4.704017783558101,136.00539849744564
82,40.765765765765764,-1.0780462611803354,-0.47409230273501796,122.51490708596012,1.5104014238405288,154.82243297855842
83,40.85585585585585,-1.6923118696627248,2.8830809769510193,146.36625693251534,4.3984846423555854,289.4003766434528
84,41.21621621621621,-4.46191991594081,-7.274991172539447,53.34103880516027,5.058405024661442,273.0081942251257
85,41.3063063063063,-4.3626415702446595,-7.8013681301501245,45.636642974888574,6.173435961897993,228.18666113515968
86,41.3963963963964,-1.3548540930088113,1.00523237206701,160.7609317132559,2.377636194458057,249.0763584305548
87,41.93693693693693,-1.6985433184522,0.41731328252494704,55.6243148570413,2.55705219482049,106.83921982927788
88,42.02702702702702,-1.138686331760558,0.41961556079704176,232.59569344309625,3.917650382379848,297.68820279335694
89,43.1981981981982,-1.8883634991179956,0.8879395318164436,145.76118897122257,4.4250810386281545,295.62562998050026
90,43.288288288288285,-1.6733613725832248,0.6431617818548757,178.3274564584766,2.685545865662955,318.4945178286726
91,43.82882882882882,-1.4492892028783948,1.1280332709894858,202.24743577087816,5.493430940197079,309.2984712321523
92,44.369369369369366,-1.551213645572796,-0.9396050688035555,170.4740418203359,4.637248517850004,273.3838562593286
93,44.81981981981981,-7.058334830610101,-40.439729365283604,42.79789885382127,4.115205328837505,304.5745429070424
94,44.9099099099099,-1.5915719623928581,-0.4597443731001988,47.48800876948081,5.717727579138254,79.42245751446153
95,45.0,-1.6550091942205352,-0.4495221894020189,182.11895302886472,5.70702928009994,304.856878608112
